Muestra,Tiempo (s),Voltaje (V),Temperatura (°C)
153,6.181178,-108074288.000000,808026.000
154,6.233340,-102162344.000000,809074.000
155,6.285504,-97005552.000000,809074.000
156,6.337550,-92701664.000000,809345.000
157,6.389783,-88579176.000000,809345.000
158,6.441688,-85623032.000000,810047.000
159,6.494259,-87945808.000000,810047.000
160,6.546069,-95387344.000000,809686.000
161,6.598344,-104420432.000000,809686.000
162,6.650546,-113109928.000000,808232.000
163,6.702665,-120188144.000000,808232.000
164,6.754656,-125964784.000000,807858.000
165,6.806745,-130599424.000000,807858.000
166,6.911276,-131771296.000000,807285.000
167,6.963300,-121574984.000000,807436.000
168,7.015267,-111826912.000000,807436.000
169,7.067514,-105024144.000000,807829.000
170,7.119499,-99186216.000000,807829.000
171,7.171980,-94357352.000000,809133.000
172,7.223897,-90228848.000000,809133.000
173,7.276045,-85956064.000000,809392.000
174,7.328284,-84238304.000000,809820.000
175,7.380496,-88864112.000000,809820.000
176,7.432581,-97837760.000000,809572.000
177,7.484363,-108589176.000000,809572.000
178,7.536633,-119325888.000000,808458.000
179,7.588617,-127670680.000000,808458.000
180,7.640984,-133888368.000000,807398.000
181,7.693193,-138466704.000000,807398.000
182,7.745522,-140754000.000000,807828.000
183,7.797426,-135172000.000000,807828.000
184,7.849664,-123250536.000000,809008.000
185,7.901827,-113697296.000000,809008.000
186,7.953954,-106694152.000000,810490.000
187,8.006284,-100830328.000000,810490.000
188,8.058202,-96110880.000000,810566.000
189,8.110289,-91808120.000000,810566.000
190,8.162311,-87622256.000000,811809.000
191,8.214721,-85683736.000000,811809.000
192,8.266521,-89387240.000000,810718.000
193,8.318568,-97488120.000000,810718.000
194,8.371001,-106656240.000000,808829.000
195,8.422815,-115049200.000000,808829.000
196,8.475061,-122068008.000000,808033.000
197,8.527237,-128028656.000000,807838.000
198,8.579408,-132718288.000000,807838.000
199,8.631606,-135903104.000000,807311.000
200,8.683427,-130329752.000000,807311.000
201,8.735592,-118632232.000000,808976.000
202,8.787783,-110413776.000000,808976.000
203,8.892004,-98178048.000000,809876.000
204,8.944171,-93659872.000000,809691.000
205,8.996249,-89585424.000000,809691.000
206,9.048768,-85718336.000000,810383.000
207,9.100553,-85547448.000000,810383.000
208,9.152743,-91299208.000000,810684.000
209,9.204947,-100621272.000000,810684.000
210,9.257024,-111562616.000000,809078.000
211,9.309354,-121800912.000000,809078.000
212,9.361226,-129512800.000000,807686.000
213,9.413593,-135270368.000000,807686.000
214,9.465460,-139245872.000000,807284.000
215,9.517744,-140738384.000000,807284.000
216,9.569764,-132931680.000000,808048.000
217,9.622319,-120006872.000000,808048.000
218,9.674158,-111780168.000000,809321.000
219,9.726177,-105443112.000000,809729.000
220,9.778470,-99723744.000000,809729.000
221,9.830753,-95054608.000000,810616.000
222,9.882555,-90941336.000000,810616.000
223,9.934733,-86817328.000000,810924.000
224,9.986989,-86124256.000000,810924.000
225,10.039436,-91435872.000000,810798.000
226,10.091074,-99908808.000000,810798.000
227,10.143328,-108867584.000000,809131.000
228,10.195467,-116886224.000000,809131.000
229,10.247676,-123634456.000000,808741.000
230,10.299823,-129226944.000000,808741.000
231,10.351888,-133567960.000000,807425.000
232,10.404197,-135933568.000000,807425.000
233,10.456071,-128359088.000000,807162.000
234,10.508245,-116009840.000000,807162.000
235,10.560566,-108953136.000000,809084.000
236,10.612707,-102780768.000000,809084.000
237,10.664912,-96961752.000000,808968.000
238,10.716834,-92541552.000000,808968.000
239,10.768876,-88508128.000000,810259.000
240,10.925118,-93538392.000000,810013.000
241,10.977610,-103289664.000000,810013.000
242,11.081937,-124012520.000000,808414.000
243,11.134373,-130932968.000000,809091.000
244,11.186103,-136165760.000000,809091.000
245,11.238189,-139641920.000000,806263.000
246,11.290153,-139809520.000000,806263.000
247,11.342521,-130448248.000000,807670.000
248,11.394794,-117513656.000000,807670.000
249,11.446684,-110111024.000000,808669.000
250,11.499028,-104035552.000000,808669.000
251,11.551130,-98450128.000000,809495.000
252,11.603213,-93930120.000000,809495.000
253,11.655002,-89852256.000000,810707.000
254,11.707243,-86012400.000000,810707.000
255,11.759333,-86701512.000000,810759.000
256,11.811420,-93200592.000000,810759.000
257,11.863829,-101982320.000000,810433.000
258,11.915948,-110896168.000000,810433.000
259,11.968063,-118557336.000000,809307.000
260,12.020037,-125075088.000000,808469.000
261,12.072114,-130373824.000000,808469.000
262,12.124279,-134307072.000000,807471.000
263,12.176546,-134609568.000000,807471.000
264,12.228671,-125616176.000000,807543.000
265,12.281005,-113913680.000000,807543.000
266,12.332933,-106952296.000000,809104.000
267,12.385100,-101179176.000000,809104.000
268,12.437054,-95980160.000000,810337.000
269,12.489275,-91599792.000000,810337.000
270,12.541609,-87506152.000000,810515.000
271,12.593625,-84564432.000000,810515.000
272,12.645632,-87376696.000000,811112.000
273,12.698061,-95614864.000000,811112.000
274,12.749966,-105878312.000000,811571.000
275,12.802160,-116793696.000000,811571.000
276,12.854292,-125767800.000000,810064.000
277,12.906302,-132317056.000000,810064.000
278,12.958632,-137325440.000000,808713.000
279,13.010690,-140066368.000000,808713.000
280,13.062933,-137709280.000000,808554.000
281,13.115294,-127220488.000000,808554.000
282,13.167038,-115463720.000000,808945.000
283,13.219263,-108352336.000000,810160.000
284,13.271609,-102465832.000000,810160.000
285,13.323520,-97259128.000000,810520.000
286,13.375414,-92848376.000000,810520.000
287,13.427540,-88665712.000000,811587.000
288,13.480059,-85439784.000000,811587.000
289,13.532030,-87475856.000000,810874.000
290,13.584258,-94919176.000000,810874.000
291,13.636221,-103872624.000000,810834.000
292,13.688635,-112509784.000000,810834.000
293,13.740502,-119908600.000000,809463.000
294,13.792837,-126224696.000000,809463.000
295,13.845043,-131221512.000000,808626.000
296,13.897018,-134858496.000000,808626.000
297,13.949273,-132555984.000000,808122.000
298,14.001010,-122413344.000000,808122.000
299,14.053238,-112413336.000000,808533.000
300,14.105230,-105490616.000000,808533.000
301,14.157509,-99513752.000000,809093.000
302,14.209599,-94686720.000000,809093.000
303,14.261791,-90630864.000000,809295.000
304,14.313982,-86615744.000000,809295.000
305,14.366209,-84848696.000000,810380.000
306,14.418360,-89161872.000000,809512.000
307,14.470561,-97991152.000000,809512.000
308,14.522418,-108562880.000000,808728.000
309,14.574703,-119182592.000000,808728.000
310,14.626903,-127590464.000000,807038.000
311,14.679136,-133694856.000000,807038.000
312,14.731148,-138145920.000000,807134.000
313,14.783226,-140491488.000000,807134.000
314,14.835438,-135389008.000000,806909.000
315,14.887441,-123794152.000000,806909.000
316,14.939419,-114007104.000000,807420.000
317,14.991560,-107088504.000000,807420.000
318,15.095907,-96248216.000000,807765.000
319,15.148284,-92221576.000000,809139.000
320,15.200303,-88103344.000000,809139.000
321,15.252451,-85795496.000000,809850.000
322,15.305186,-89349512.000000,809850.000
323,15.356653,-97409960.000000,809381.000
324,15.408852,-106526680.000000,809381.000
325,15.461001,-114908256.000000,809255.000
326,15.513008,-121871960.000000,809255.000
327,15.565153,-127639992.000000,807669.000
328,15.669310,-135520496.000000,807497.000
329,15.721360,-130423600.000000,807825.000
330,15.773537,-118924184.000000,807825.000
331,15.825713,-110599128.000000,808733.000
332,15.877836,-104064288.000000,808733.000
333,15.929986,-98326336.000000,809795.000
334,15.982042,-93779664.000000,809795.000
335,16.034717,-89710328.000000,809939.000
336,16.086651,-85618480.000000,809939.000
337,16.138478,-85529680.000000,810181.000
338,16.190838,-91290696.000000,810181.000
339,16.243126,-100218888.000000,809594.000
340,16.294919,-111037520.000000,809594.000
341,16.347353,-121255712.000000,808181.000
342,16.399361,-128989376.000000,808181.000
343,16.451350,-134756016.000000,806931.000
344,16.503673,-138754672.000000,806931.000
345,16.555518,-140472256.000000,806126.000
346,16.607975,-132989912.000000,806126.000
347,16.660131,-120293184.000000,806463.000
348,16.712132,-112127968.000000,806760.000
349,16.764675,-105731664.000000,806760.000
350,16.816395,-99904432.000000,807891.000
351,16.868546,-95207408.000000,807891.000
352,16.920898,-91141672.000000,809646.000
353,16.972806,-87010800.000000,809646.000
354,17.025004,-86042600.000000,809490.000
355,17.077040,-90981656.000000,809490.000
356,17.129314,-99396840.000000,808338.000
357,17.181303,-108453864.000000,808338.000
358,17.233389,-116507936.000000,807531.000
359,17.285614,-123254856.000000,807531.000
360,17.338164,-128898504.000000,807498.000
361,17.390189,-133287392.000000,807498.000
362,17.442135,-135807984.000000,807399.000
363,17.546210,-116168448.000000,807864.000
364,17.598288,-108863096.000000,807864.000
365,17.650660,-102748328.000000,808789.000
366,17.702962,-97112288.000000,808789.000
367,17.754767,-92683424.000000,807605.000
368,17.806870,-88741776.000000,807605.000
369,17.859001,-84914856.000000,808320.000
370,17.911241,-86185968.000000,808610.000
371,17.963399,-93289112.000000,808610.000
372,18.015413,-102655560.000000,807722.000
373,18.067543,-113516960.000000,807722.000
374,18.119768,-123232584.000000,806840.000
375,18.171715,-130384016.000000,806840.000
376,18.224201,-135776928.000000,806369.000
377,18.276002,-139305184.000000,806369.000
378,18.328113,-139773120.000000,805948.000
379,18.380244,-130642960.000000,805948.000
380,18.432588,-117715440.000000,807790.000
381,18.484471,-110262344.000000,807790.000
382,18.536748,-104240448.000000,808571.000
383,18.588776,-98761208.000000,808571.000
384,18.641119,-94163104.000000,808892.000
385,18.693251,-90001472.000000,808892.000
386,18.745082,-86169560.000000,808862.000
387,18.797244,-86718664.000000,808862.000
388,18.849649,-92980392.000000,809102.000
389,18.901727,-101605408.000000,809102.000
390,18.954130,-110548528.000000,808534.000
391,19.006026,-118327256.000000,808534.000
392,19.058127,-124781128.000000,806859.000
393,19.110202,-129916256.000000,806932.000
394,19.162400,-133814024.000000,806932.000
395,19.214733,-134606800.000000,806905.000
396,19.266389,-125913448.000000,806905.000
397,19.318567,-114070328.000000,807994.000
398,19.370641,-107116160.000000,807994.000
399,19.422855,-101299872.000000,808476.000
400,19.474953,-96118776.000000,808476.000
401,19.527094,-91910552.000000,809145.000
402,19.579327,-87879712.000000,809145.000
403,19.631317,-84695936.000000,809061.000
404,19.683618,-87147680.000000,809061.000
405,19.735755,-95176808.000000,809431.000
406,19.787776,-105405936.000000,809431.000
407,19.840124,-116253440.000000,808948.000
408,19.892365,-125222448.000000,808948.000
409,19.944117,-131885024.000000,807482.000
410,19.996502,-137016064.000000,807482.000
411,20.048446,-140031072.000000,806056.000
412,20.100613,-138154976.000000,806056.000
413,20.152720,-127860520.000000,806229.000
414,20.204772,-115900112.000000,806229.000
415,20.257030,-108718088.000000,808034.000
416,20.309379,-102980496.000000,808990.000
417,20.361518,-97708896.000000,808990.000
418,20.413666,-93076672.000000,809432.000
419,20.465794,-88915304.000000,809432.000
420,20.518089,-85656704.000000,809368.000
421,20.570261,-87556552.000000,809368.000
422,20.622078,-94875840.000000,808887.000
423,20.674336,-103789776.000000,808887.000
424,20.726151,-112493952.000000,807982.000
425,20.778564,-120182560.000000,807982.000
426,20.830698,-126401864.000000,806174.000
427,20.882838,-131006328.000000,806174.000
428,20.935255,-134633920.000000,806449.000
429,20.986772,-132681864.000000,806449.000
430,21.039146,-122756528.000000,807287.000
431,21.091303,-112519824.000000,807287.000
432,21.143390,-105739328.000000,808190.000
433,21.195508,-99968112.000000,808190.000
434,21.247698,-95021080.000000,808310.000
435,21.299916,-91066216.000000,808310.000
436,21.351798,-86918192.000000,808868.000
437,21.403985,-84663344.000000,808868.000
438,21.456064,-88749304.000000,809962.000
439,21.508518,-97505248.000000,809493.000
440,21.560633,-108032560.000000,809493.000
441,21.612764,-118718328.000000,807703.000
442,21.664774,-127176192.000000,807703.000
443,21.716978,-133362664.000000,806184.000
444,21.768864,-138165344.000000,806184.000
445,21.820841,-140681536.000000,805379.000
446,21.873138,-135762832.000000,805379.000
447,21.925225,-124225472.000000,806569.000
448,21.977551,-114220640.000000,806569.000
449,22.029470,-107343264.000000,807213.000
450,22.081603,-101511976.000000,807213.000
451,22.133792,-96592752.000000,808104.000
452,22.185788,-92294624.000000,808104.000
453,22.237990,-88061784.000000,808168.000
454,22.342394,-89273776.000000,808749.000
455,22.394318,-96878848.000000,808749.000
456,22.446486,-106033960.000000,808234.000
457,22.498690,-114580936.000000,808234.000
458,22.550850,-121682904.000000,806844.000
459,22.603006,-127646744.000000,806543.000
460,22.655069,-132362464.000000,806543.000
461,22.707127,-135740768.000000,806031.000
462,22.759392,-131030504.000000,806031.000
463,22.811547,-119872912.000000,806710.000
464,22.863692,-111183448.000000,806710.000
465,22.915832,-104387984.000000,807245.000
466,22.967947,-98613848.000000,807245.000
467,23.020078,-93959208.000000,808797.000
468,23.072128,-89841056.000000,808797.000
469,23.124312,-85726920.000000,809708.000
470,23.176405,-85240936.000000,809708.000
471,23.228680,-90927288.000000,809537.000
472,23.280995,-100362304.000000,809537.000
473,23.333144,-111151840.000000,808039.000
474,23.385027,-121112064.000000,808039.000
475,23.437086,-128808952.000000,806991.000
476,23.489241,-134517344.000000,806991.000
477,23.541592,-138707888.000000,806217.000
478,23.593548,-140699072.000000,806217.000
479,23.645848,-133509024.000000,806112.000
480,23.698020,-120920576.000000,806112.000
481,23.750141,-112550464.000000,807093.000
482,23.802185,-106186536.000000,807906.000
483,23.854117,-100284896.000000,807906.000
484,23.906322,-95370136.000000,808561.000
485,24.010850,-87085344.000000,808394.000
486,24.062719,-85912736.000000,808394.000
487,24.115032,-90667728.000000,809103.000
488,24.167172,-98963592.000000,809103.000
489,24.219049,-108011352.000000,807457.000
490,24.271276,-116263072.000000,807457.000
491,24.323429,-123148248.000000,807264.000
492,24.375598,-128899112.000000,807264.000
493,24.427520,-133284144.000000,806391.000
494,24.480248,-135986800.000000,806391.000
495,24.531955,-129036432.000000,806517.000
496,24.584387,-116791152.000000,806517.000
497,24.636122,-109389232.000000,807634.000
498,24.688273,-103191592.000000,807634.000
499,24.740462,-97503432.000000,808930.000
500,24.792551,-93062176.000000,808930.000
501,24.844777,-89075728.000000,809078.000
502,24.896864,-85275544.000000,809078.000
503,24.949167,-86274504.000000,809260.000
504,25.001342,-93228560.000000,808043.000
505,25.053260,-102762608.000000,808043.000
506,25.105444,-113610968.000000,807276.000
507,25.157709,-123351576.000000,807276.000
508,25.209906,-130473392.000000,806069.000
509,25.262161,-135861504.000000,806069.000
510,25.313970,-139367568.000000,806467.000
511,25.366023,-140061312.000000,806467.000
512,25.418250,-131266168.000000,805748.000
513,25.470194,-118283584.000000,805748.000
514,25.522697,-110799328.000000,808018.000
515,25.575050,-104754704.000000,808018.000
516,25.626872,-99110296.000000,808227.000
517,25.678932,-94487232.000000,808227.000
518,25.731190,-90460168.000000,809351.000
519,25.783344,-86597552.000000,809351.000
520,25.835603,-86896104.000000,809108.000
521,25.887576,-92921024.000000,809108.000
522,25.939410,-101528728.000000,808910.000
523,25.991800,-110583944.000000,808910.000
524,26.044036,-118451424.000000,808487.000
525,26.096113,-125061152.000000,808487.000
526,26.148204,-130466224.000000,807361.000
527,26.200400,-134509104.000000,806544.000
528,26.252603,-135530432.000000,806544.000
529,26.304739,-126943144.000000,806709.000
530,26.356712,-114858688.000000,806709.000
531,26.408911,-107807152.000000,807745.000
532,26.460860,-102034320.000000,807745.000
533,26.513237,-96707440.000000,807994.000
534,26.565232,-92275280.000000,807994.000
535,26.617347,-88207456.000000,809518.000
536,26.669255,-84948448.000000,809518.000
537,26.721698,-87328344.000000,809985.000
538,26.774192,-95317856.000000,809985.000
539,26.825797,-105285960.000000,809385.000
540,26.877769,-116102808.000000,809385.000
541,26.930323,-125254080.000000,808072.000
542,26.982234,-132149656.000000,808072.000
543,27.034460,-137193936.000000,807259.000
544,27.086416,-139876272.000000,807259.000
545,27.139012,-138300832.000000,807111.000
546,27.190884,-128245016.000000,807111.000
547,27.243088,-116213528.000000,808237.000
548,27.295037,-109098520.000000,809052.000
549,27.347372,-103328552.000000,809052.000
550,27.399482,-98025728.000000,809807.000
551,27.451879,-93566016.000000,809807.000
552,27.503601,-89526128.000000,810032.000
553,27.555727,-86067256.000000,810032.000
554,27.607846,-87659456.000000,809850.000
555,27.660155,-94843440.000000,809850.000
556,27.712246,-103756096.000000,808664.000
557,27.764592,-112482072.000000,808664.000
558,27.816464,-119898640.000000,806792.000
559,27.868866,-126192552.000000,806792.000
560,27.920551,-131133584.000000,807123.000
561,27.972965,-134912768.000000,807123.000
562,28.024884,-133366680.000000,806960.000
563,28.076983,-123445120.000000,806960.000
564,28.129117,-112878432.000000,808009.000
565,28.181422,-106011488.000000,808009.000
566,28.233518,-100258768.000000,809540.000
567,28.285502,-95311200.000000,809540.000
568,28.337900,-91098232.000000,809937.000
569,28.390198,-86933712.000000,809937.000
570,28.441821,-84766832.000000,809868.000
571,28.493985,-88601968.000000,809492.000
572,28.546080,-97233064.000000,809492.000
573,28.598366,-107724152.000000,808859.000
574,28.650736,-118371104.000000,808859.000
575,28.702550,-126905264.000000,808045.000
576,28.755194,-133179992.000000,808045.000
577,28.807058,-137900864.000000,806794.000
578,28.859297,-140430128.000000,806794.000
579,28.911084,-136098544.000000,806531.000
580,28.963298,-124852360.000000,806531.000
581,29.015364,-114501248.000000,808018.000
582,29.067547,-107533552.000000,808018.000
583,29.119664,-101761520.000000,809208.000
584,29.172030,-96755952.000000,809208.000
585,29.224120,-92455184.000000,808928.000
586,29.276194,-88435560.000000,808928.000
587,29.328107,-86009200.000000,809128.000
588,29.380214,-89062880.000000,809128.000
589,29.432732,-96915024.000000,808639.000
590,29.485348,-105908768.000000,808639.000
591,29.536865,-114388224.000000,808380.000
592,29.589111,-121554744.000000,808380.000
593,29.641181,-127510088.000000,807438.000
594,29.693335,-132162272.000000,807188.000
595,29.745383,-135551232.000000,807188.000
596,29.797549,-131288544.000000,806260.000
597,29.849537,-120244424.000000,806260.000
598,29.901810,-111383176.000000,808662.000
599,29.953678,-104709376.000000,808662.000
600,30.005913,-98926832.000000,809386.000
601,30.058074,-94308720.000000,809386.000
602,30.110209,-90243872.000000,808994.000
603,30.162287,-86132504.000000,808994.000
604,30.214462,-85174624.000000,809139.000
605,30.266580,-90315592.000000,809139.000
606,30.318752,-99413336.000000,809216.000
607,30.371063,-110238760.000000,809216.000
608,30.423217,-120671480.000000,807608.000
609,30.475059,-128600248.000000,807608.000
610,30.527343,-134246864.000000,806183.000
611,30.579588,-138482752.000000,806183.000
612,30.631733,-140627280.000000,805368.000
613,30.683942,-133799760.000000,805368.000
614,30.735846,-121412592.000000,806547.000
615,30.788166,-112760112.000000,806547.000
616,30.840358,-106219888.000000,808150.000
617,30.892195,-100582640.000000,809068.000
618,30.944764,-95840080.000000,809068.000
619,30.996521,-91532784.000000,809121.000
620,31.048754,-87501352.000000,809121.000
621,31.100765,-86261648.000000,810000.000
622,31.153002,-90627344.000000,810000.000
623,31.205048,-98837800.000000,809208.000
624,31.257233,-107918888.000000,809208.000
625,31.309350,-116065640.000000,807644.000
626,31.361418,-122852144.000000,807644.000
627,31.518092,-135959072.000000,805599.000
628,31.570133,-129266928.000000,805599.000
629,31.622685,-117131784.000000,806036.000
630,31.674321,-109574832.000000,806036.000
631,31.726423,-103343856.000000,807477.000
632,31.778498,-97658208.000000,807477.000
633,31.830817,-93162336.000000,807756.000
634,31.882863,-89131824.000000,807756.000
635,31.934693,-85187424.000000,808352.000
636,31.987395,-85901712.000000,808352.000
637,32.039318,-92713864.000000,808936.000
638,32.091382,-102204440.000000,807586.000
639,32.143582,-113073624.000000,807586.000
640,32.195525,-122933768.000000,806167.000
641,32.247667,-130178120.000000,806167.000
642,32.299739,-135628304.000000,805821.000
643,32.351804,-139220560.000000,805821.000
644,32.403999,-140173760.000000,805448.000
645,32.456110,-131515384.000000,805448.000
646,32.508248,-118447936.000000,806699.000
647,32.560347,-110911672.000000,806699.000
648,32.612456,-104854336.000000,807263.000
649,32.664705,-99202704.000000,807263.000
650,32.716798,-94608432.000000,808054.000
651,32.768960,-90504424.000000,808054.000
652,32.821209,-86471304.000000,809030.000
653,32.873245,-86532080.000000,809030.000
654,32.925343,-92407904.000000,809461.000
655,32.977566,-101030416.000000,809461.000
656,33.029908,-110061000.000000,809152.000
657,33.081767,-117877024.000000,809152.000
658,33.134527,-124470720.000000,807606.000
659,33.186179,-129855888.000000,807205.000
660,33.238278,-133920104.000000,807205.000
661,33.290633,-135373584.000000,806753.000
662,33.342614,-127119584.000000,806753.000
663,33.395175,-114971032.000000,808493.000
664,33.446687,-107905616.000000,808493.000
665,33.498940,-102014696.000000,808966.000
666,33.550983,-96655240.000000,808966.000
667,33.603095,-92408168.000000,809024.000
668,33.655262,-88430752.000000,809024.000
669,33.707647,-85017336.000000,808641.000
670,33.759765,-87128592.000000,808641.000
671,33.811775,-94961640.000000,808325.000
672,33.864179,-104830192.000000,808325.000
673,33.916092,-115584944.000000,806557.000
674,33.968055,-124782304.000000,806557.000
675,34.020373,-131473872.000000,806552.000
676,34.072556,-136645248.000000,806552.000
677,34.124698,-139767600.000000,806138.000
678,34.176795,-138589712.000000,806138.000
679,34.228970,-128629936.000000,806291.000
680,34.281121,-116380608.000000,806291.000
681,34.333017,-109283280.000000,805748.000
682,34.385082,-103550032.000000,806756.000
683,34.437234,-98287688.000000,806756.000
684,34.489632,-93796224.000000,808224.000
685,34.541695,-89631424.000000,808224.000
686,34.593927,-86001040.000000,808399.000
687,34.645976,-87411896.000000,808399.000
688,34.698191,-94437728.000000,808273.000
689,34.750470,-103262320.000000,808273.000
690,34.802310,-112081320.000000,806883.000
691,34.854290,-119605344.000000,806883.000
692,34.906430,-125815112.000000,806246.000
693,34.958848,-130722800.000000,806246.000
694,35.010718,-134391888.000000,806208.000
695,35.063119,-133317344.000000,806208.000
