Timestamp,Sample_Number,Raw_Data,Estimated_Frequency_Hz,TIVA_Voltage_Raw_V,TIVA_Voltage_Filtered_V,TIVA_Temperature_C
2025-10-21 11:11:11.750589,98,"b""+\x00r\x86A+\x00r\x82B!'""",26.55,0.007286,0.007282,21.27
2025-10-21 11:11:11.801132,99,"b""+\x00r\x86A+\x00r\x82B!'""",26.45,0.007286,0.007282,21.27
2025-10-21 11:11:11.851049,100,b'+\x00r\x86A+\x00r\x83B!&',26.37,0.007286,0.007283,21.26
2025-10-21 11:11:11.901581,101,b'+\x00r\x88A+\x00r\x83B!&',26.28,0.007288,0.007283,21.26
2025-10-21 11:11:11.951540,102,b'+\x00r\x86A+\x00r\x83B!&',26.20,0.007286,0.007283,21.26
2025-10-21 11:11:12.001868,103,b'+\x00r\x83A+\x00r\x83B!&',26.12,0.007283,0.007283,21.26
2025-10-21 11:11:12.052096,104,"b""+\x00r\x85A+\x00r\x84B!'""",26.04,0.007285,0.007284,21.27
2025-10-21 11:11:12.102499,105,"b""+\x00r\x86A+\x00r\x84B!'""",25.96,0.007286,0.007284,21.27
2025-10-21 11:11:12.152767,106,b'+\x00r\x86A+\x00r\x84B!&',25.89,0.007286,0.007284,21.26
2025-10-21 11:11:12.203201,107,b'+\x00r\x89A+\x00r\x84B!&',25.81,0.007289,0.007284,21.26
2025-10-21 11:11:12.253220,108,"b""+\x00r\x89A+\x00r\x85B!'""",25.74,0.007289,0.007285,21.27
2025-10-21 11:11:12.303560,109,"b""+\x00r\x86A+\x00r\x85B!'""",25.67,0.007286,0.007285,21.27
2025-10-21 11:11:12.353924,110,b'+\x00r\x86A+\x00r\x85B!&',25.60,0.007286,0.007285,21.26
2025-10-21 11:11:12.404635,111,b'+\x00r\x86A+\x00r\x85B!&',25.53,0.007286,0.007285,21.26
2025-10-21 11:11:12.454324,112,"b""+\x00r\x86A+\x00r\x85B!'""",25.47,0.007286,0.007285,21.27
2025-10-21 11:11:12.504692,113,"b""+\x00r\x86A+\x00r\x85B!'""",25.41,0.007286,0.007285,21.27
2025-10-21 11:11:12.554918,114,b'+\x00r\x84A+\x00r\x85B!&',25.35,0.007284,0.007285,21.26
2025-10-21 11:11:12.605642,115,b'+\x00r\x82A+\x00r\x85B!&',25.28,0.007282,0.007285,21.26
2025-10-21 11:11:12.655436,116,"b""+\x00r\x82A+\x00r\x85B!'""",25.23,0.007282,0.007285,21.27
2025-10-21 11:11:12.705855,117,"b""+\x00r\x80A+\x00r\x84B!'""",25.17,0.007280,0.007284,21.27
2025-10-21 11:11:12.756042,118,b'+\x00r\x80A+\x00r\x84B!&',25.11,0.007280,0.007284,21.26
2025-10-21 11:11:12.806465,119,b'+\x00r\x83A+\x00r\x84B!&',25.05,0.007283,0.007284,21.26
2025-10-21 11:11:12.856691,120,"b""+\x00r\x81A+\x00r\x83B!'""",25.00,0.007281,0.007283,21.27
2025-10-21 11:11:12.907109,121,"b""+\x00r\x82A+\x00r\x83B!'""",24.94,0.007282,0.007283,21.27
2025-10-21 11:11:12.957099,122,"b""+\x00r\x82A+\x00r\x83B!'""",24.89,0.007282,0.007283,21.27
2025-10-21 11:11:13.007696,123,"b""+\x00ryA+\x00r\x83B!'""",24.84,0.007279,0.007283,21.27
2025-10-21 11:11:13.058128,124,"b""+\x00r\x83A+\x00r\x83B!'""",24.79,0.007283,0.007283,21.27
2025-10-21 11:11:13.108331,125,"b""+\x00r\x87A+\x00r\x83B!'""",24.74,0.007287,0.007283,21.27
2025-10-21 11:11:13.158554,126,b'+\x00r\x84A+\x00r\x83B!&',24.69,0.007284,0.007283,21.26
2025-10-21 11:11:13.208877,127,b'+\x00r\x81A+\x00r\x83B!&',24.65,0.007281,0.007283,21.26
2025-10-21 11:11:13.258815,128,b'+\x00r\x80A+\x00r\x83B!&',24.60,0.007280,0.007283,21.26
2025-10-21 11:11:13.309386,129,b'+\x00r\x83A+\x00r\x83B!&',24.55,0.007283,0.007283,21.26
2025-10-21 11:11:13.359726,130,"b""+\x00r\x85A+\x00r\x83B!'""",24.51,0.007285,0.007283,21.27
2025-10-21 11:11:13.409664,131,"b""+\x00r\x85A+\x00r\x83B!'""",24.47,0.007285,0.007283,21.27
2025-10-21 11:11:13.459917,132,"b""+\x00r\x85A+\x00r\x83B!'""",24.42,0.007285,0.007283,21.27
2025-10-21 11:11:13.510190,133,"b""+\x00r\x84A+\x00r\x83B!'""",24.38,0.007284,0.007283,21.27
2025-10-21 11:11:13.560504,134,"b""+\x00r\x84A+\x00r\x83B!'""",24.34,0.007284,0.007283,21.27
2025-10-21 11:11:13.610778,135,"b""+\x00r\x85A+\x00r\x84B!'""",24.30,0.007285,0.007284,21.27
2025-10-21 11:11:13.660953,136,"b""+\x00r\x85A+\x00r\x84B!'""",24.26,0.007285,0.007284,21.27
2025-10-21 11:11:13.711461,137,"b""+\x00r\x84A+\x00r\x84B!'""",24.22,0.007284,0.007284,21.27
2025-10-21 11:11:13.761520,138,b'+\x00r\x85A+\x00r\x84B!&',24.18,0.007285,0.007284,21.26
2025-10-21 11:11:13.811761,139,b'+\x00r\x83A+\x00r\x84B!&',24.15,0.007283,0.007284,21.26
2025-10-21 11:11:13.862047,140,"b""+\x00r\x81A+\x00r\x84B!'""",24.11,0.007281,0.007284,21.27
2025-10-21 11:11:13.912924,141,"b""+\x00r\x83A+\x00r\x84B!'""",24.07,0.007283,0.007284,21.27
2025-10-21 11:11:13.962599,142,"b""+\x00r\x85A+\x00r\x84B!'""",24.04,0.007285,0.007284,21.27
2025-10-21 11:11:14.012909,143,"b""+\x00r\x87A+\x00r\x84B!'""",24.00,0.007287,0.007284,21.27
2025-10-21 11:11:14.063182,144,"b""+\x00r\x88A+\x00r\x84B!'""",23.97,0.007288,0.007284,21.27
2025-10-21 11:11:14.113491,145,"b""+\x00r\x87A+\x00r\x85B!'""",23.93,0.007287,0.007285,21.27
2025-10-21 11:11:14.163643,146,"b""+\x00r\x88A+\x00r\x85B!'""",23.90,0.007288,0.007285,21.27
2025-10-21 11:11:14.214282,147,"b""+\x00r\x84A+\x00r\x85B!'""",23.86,0.007284,0.007285,21.27
2025-10-21 11:11:14.264579,148,b'+\x00r\x81A+\x00r\x84B!&',23.83,0.007281,0.007284,21.26
2025-10-21 11:11:14.314451,149,b'+\x00r\x85A+\x00r\x84B!&',23.80,0.007285,0.007284,21.26
2025-10-21 11:11:14.365277,150,"b""+\x00r\x87A+\x00r\x85B!'""",23.77,0.007287,0.007285,21.27
2025-10-21 11:11:14.415398,151,"b""+\x00r\x84A+\x00r\x85B!'""",23.74,0.007284,0.007285,21.27
2025-10-21 11:11:14.465345,152,"b""+\x00r\x84A+\x00r\x85B!'""",23.71,0.007284,0.007285,21.27
2025-10-21 11:11:14.515766,153,"b""+\x00r\x85A+\x00r\x85B!'""",23.68,0.007285,0.007285,21.27
2025-10-21 11:11:14.565926,154,"b""+\x00r\x84A+\x00r\x85B!'""",23.65,0.007284,0.007285,21.27
2025-10-21 11:11:14.616625,155,"b""+\x00r\x87A+\x00r\x85B!'""",23.62,0.007287,0.007285,21.27
2025-10-21 11:11:14.666538,156,"b""+\x00r\x90A+\x00r\x85B!'""",23.59,0.007290,0.007285,21.27
2025-10-21 11:11:14.716741,157,"b""+\x00r\x87A+\x00r\x85B!'""",23.56,0.007287,0.007285,21.27
2025-10-21 11:11:14.766957,158,"b""+\x00r\x87A+\x00r\x86B!'""",23.54,0.007287,0.007286,21.27
2025-10-21 11:11:14.817356,159,"b""+\x00r\x88A+\x00r\x86B!'""",23.51,0.007288,0.007286,21.27
2025-10-21 11:11:14.867603,160,"b""+\x00r\x84A+\x00r\x86B!'""",23.48,0.007284,0.007286,21.27
2025-10-21 11:11:14.917947,161,"b""+\x00r\x85A+\x00r\x85B!'""",23.46,0.007285,0.007285,21.27
2025-10-21 11:11:14.968464,162,"b""+\x00r\x90A+\x00r\x86B!'""",23.43,0.007290,0.007286,21.27
2025-10-21 11:11:15.018742,163,"b""+\x00r\x87A+\x00r\x86B!'""",23.40,0.007287,0.007286,21.27
2025-10-21 11:11:15.069054,164,"b""+\x00r\x85A+\x00r\x86B!'""",23.38,0.007285,0.007286,21.27
2025-10-21 11:11:15.119376,165,"b""+\x00r\x85A+\x00r\x86B!'""",23.35,0.007285,0.007286,21.27
2025-10-21 11:11:15.169206,166,"b""+\x00r\x84A+\x00r\x86B!'""",23.33,0.007284,0.007286,21.27
2025-10-21 11:11:15.219921,167,"b""+\x00r\x86A+\x00r\x86B!'""",23.30,0.007286,0.007286,21.27
2025-10-21 11:11:15.270157,168,"b""+\x00r\x87A+\x00r\x86B!'""",23.28,0.007287,0.007286,21.27
2025-10-21 11:11:15.320509,169,"b""+\x00r\x86A+\x00r\x86B!'""",23.26,0.007286,0.007286,21.27
2025-10-21 11:11:15.370651,170,"b""+\x00r\x83A+\x00r\x86B!'""",23.23,0.007283,0.007286,21.27
2025-10-21 11:11:15.420800,171,"b""+\x00r\x82A+\x00r\x85B!'""",23.21,0.007282,0.007285,21.27
2025-10-21 11:11:15.471165,172,"b""+\x00r\x83A+\x00r\x85B!'""",23.19,0.007283,0.007285,21.27
2025-10-21 11:11:15.521217,173,"b""+\x00r\x85A+\x00r\x85B!'""",23.17,0.007285,0.007285,21.27
2025-10-21 11:11:15.571497,174,"b""+\x00r\x86A+\x00r\x85B!'""",23.14,0.007286,0.007285,21.27
2025-10-21 11:11:15.622187,175,"b""+\x00r\x86A+\x00r\x85B!'""",23.12,0.007286,0.007285,21.27
2025-10-21 11:11:15.672110,176,"b""+\x00r\x83A+\x00r\x85B!'""",23.10,0.007283,0.007285,21.27
2025-10-21 11:11:15.722461,177,"b""+\x00ryA+\x00r\x85B!'""",23.08,0.007279,0.007285,21.27
2025-10-21 11:11:15.772741,178,"b""+\x00r\x81A+\x00r\x84B!'""",23.06,0.007281,0.007284,21.27
2025-10-21 11:11:15.822859,179,"b""+\x00r\x80A+\x00r\x84B!'""",23.04,0.007280,0.007284,21.27
2025-10-21 11:11:15.873487,180,"b""+\x00r\x82A+\x00r\x84B!'""",23.02,0.007282,0.007284,21.27
2025-10-21 11:11:15.923890,181,"b""+\x00r\x84A+\x00r\x84B!'""",23.00,0.007284,0.007284,21.27
2025-10-21 11:11:15.973960,182,"b""+\x00ryA+\x00r\x83B!'""",22.98,0.007279,0.007283,21.27
2025-10-21 11:11:16.024309,183,"b""+\x00rvA+\x00r\x83B!'""",22.96,0.007276,0.007283,21.27
2025-10-21 11:11:16.074641,184,"b""+\x00ryA+\x00r\x82B!'""",22.94,0.007279,0.007282,21.27
2025-10-21 11:11:16.124902,185,"b""+\x00r\x82A+\x00r\x82B!'""",22.92,0.007282,0.007282,21.27
2025-10-21 11:11:16.174759,186,"b""+\x00r\x84A+\x00r\x82B!'""",22.90,0.007284,0.007282,21.27
2025-10-21 11:11:16.224978,187,"b""+\x00r\x87A+\x00r\x83B!'""",22.88,0.007287,0.007283,21.27
2025-10-21 11:11:16.275241,188,"b""+\x00r\x83A+\x00r\x83B!'""",22.86,0.007283,0.007283,21.27
2025-10-21 11:11:16.325508,189,"b""+\x00r\x81A+\x00r\x83B!'""",22.85,0.007281,0.007283,21.27
2025-10-21 11:11:16.376099,190,"b""+\x00r\x83A+\x00r\x83B!'""",22.83,0.007283,0.007283,21.27
2025-10-21 11:11:16.426448,191,"b""+\x00r\x82A+\x00r\x83B!'""",22.81,0.007282,0.007283,21.27
2025-10-21 11:11:16.476477,192,"b""+\x00rxA+\x00r\x82B!'""",22.79,0.007278,0.007282,21.27
2025-10-21 11:11:16.526676,193,"b""+\x00rxA+\x00r\x82B!'""",22.78,0.007278,0.007282,21.27
2025-10-21 11:11:16.577057,194,"b""+\x00r\x83A+\x00r\x82B!'""",22.76,0.007283,0.007282,21.27
2025-10-21 11:11:16.627220,195,"b""+\x00r\x87A+\x00r\x82B!'""",22.74,0.007287,0.007282,21.27
2025-10-21 11:11:16.677945,196,"b""+\x00r\x88A+\x00r\x83B!'""",22.72,0.007288,0.007283,21.27
2025-10-21 11:11:16.727754,197,"b""+\x00r\x89A+\x00r\x84B!'""",22.71,0.007289,0.007284,21.27
2025-10-21 11:11:16.778496,198,"b""+\x00r\x86A+\x00r\x84B!'""",22.69,0.007286,0.007284,21.27
2025-10-21 11:11:16.828689,199,"b""+\x00r\x84A+\x00r\x84B!'""",22.67,0.007284,0.007284,21.27
2025-10-21 11:11:16.878794,200,"b""+\x00r\x83A+\x00r\x84B!'""",22.66,0.007283,0.007284,21.27
2025-10-21 11:11:16.929499,201,"b""+\x00r\x83A+\x00r\x84B!'""",22.64,0.007283,0.007284,21.27
2025-10-21 11:11:16.979285,202,"b""+\x00r\x86A+\x00r\x84B!'""",22.63,0.007286,0.007284,21.27
2025-10-21 11:11:17.029837,203,"b""+\x00r\x87A+\x00r\x84B!'""",22.61,0.007287,0.007284,21.27
2025-10-21 11:11:17.080164,204,"b""+\x00r\x83A+\x00r\x84B!'""",22.60,0.007283,0.007284,21.27
2025-10-21 11:11:17.130081,205,"b""+\x00r\x83A+\x00r\x84B!'""",22.58,0.007283,0.007284,21.27
2025-10-21 11:11:17.180308,206,"b""+\x00r\x84A+\x00r\x84B!'""",22.57,0.007284,0.007284,21.27
2025-10-21 11:11:17.230697,207,"b""+\x00r\x85A+\x00r\x84B!'""",22.55,0.007285,0.007284,21.27
2025-10-21 11:11:17.281090,208,"b""+\x00r\x88A+\x00r\x84B!'""",22.54,0.007288,0.007284,21.27
2025-10-21 11:11:17.331224,209,"b""+\x00r\x85A+\x00r\x84B!'""",22.52,0.007285,0.007284,21.27
2025-10-21 11:11:17.381726,210,"b""+\x00r\x85A+\x00r\x85B!'""",22.51,0.007285,0.007285,21.27
2025-10-21 11:11:17.431899,211,"b""+\x00r\x86A+\x00r\x85B!'""",22.49,0.007286,0.007285,21.27
2025-10-21 11:11:17.482019,212,"b""+\x00r\x83A+\x00r\x85B!'""",22.48,0.007283,0.007285,21.27
2025-10-21 11:11:17.532245,213,"b""+\x00r\x85A+\x00r\x85B!'""",22.47,0.007285,0.007285,21.27
2025-10-21 11:11:17.582845,214,"b""+\x00r\x89A+\x00r\x85B!'""",22.45,0.007289,0.007285,21.27
2025-10-21 11:11:17.632803,215,"b""+\x00r\x88A+\x00r\x85B!'""",22.44,0.007288,0.007285,21.27
2025-10-21 11:11:17.682991,216,"b""+\x00r\x85A+\x00r\x85B!'""",22.43,0.007285,0.007285,21.27
2025-10-21 11:11:17.733325,217,"b""+\x00r\x85A+\x00r\x85B!'""",22.41,0.007285,0.007285,21.27
2025-10-21 11:11:17.783585,218,"b""+\x00r\x88A+\x00r\x86B!'""",22.40,0.007288,0.007286,21.27
2025-10-21 11:11:17.833932,219,"b""+\x00r\x88A+\x00r\x86B!'""",22.39,0.007288,0.007286,21.27
2025-10-21 11:11:17.884539,220,"b""+\x00r\x85A+\x00r\x86B!'""",22.37,0.007285,0.007286,21.27
2025-10-21 11:11:17.934799,221,"b""+\x00r\x87A+\x00r\x86B!'""",22.36,0.007287,0.007286,21.27
2025-10-21 11:11:17.985102,222,"b""+\x00r\x89A+\x00r\x86B!'""",22.35,0.007289,0.007286,21.27
2025-10-21 11:11:18.034985,223,"b""+\x00r\x90A+\x00r\x87B!'""",22.34,0.007290,0.007287,21.27
2025-10-21 11:11:18.085362,224,"b""+\x00r\x90A+\x00r\x87B!'""",22.32,0.007290,0.007287,21.27
2025-10-21 11:11:18.135673,225,"b""+\x00r\x85A+\x00r\x87B!'""",22.31,0.007285,0.007287,21.27
2025-10-21 11:11:18.185709,226,"b""+\x00r\x83A+\x00r\x86B!'""",22.30,0.007283,0.007286,21.27
2025-10-21 11:11:18.236229,227,"b""+\x00r\x85A+\x00r\x86B!'""",22.29,0.007285,0.007286,21.27
2025-10-21 11:11:18.286405,228,"b""+\x00r\x85A+\x00r\x86B!'""",22.28,0.007285,0.007286,21.27
2025-10-21 11:11:18.336617,229,"b""+\x00r\x86A+\x00r\x86B!'""",22.27,0.007286,0.007286,21.27
2025-10-21 11:11:18.386929,230,"b""+\x00r\x86A+\x00r\x86B!'""",22.25,0.007286,0.007286,21.27
2025-10-21 11:11:18.437340,231,"b""+\x00r\x83A+\x00r\x86B!'""",22.24,0.007283,0.007286,21.27
2025-10-21 11:11:18.487868,232,"b""+\x00r\x81A+\x00r\x85B!'""",22.23,0.007281,0.007285,21.27
2025-10-21 11:11:18.537907,233,"b""+\x00r\x83A+\x00r\x85B!'""",22.22,0.007283,0.007285,21.27
2025-10-21 11:11:18.588139,234,"b""+\x00r\x85A+\x00r\x85B!'""",22.21,0.007285,0.007285,21.27
2025-10-21 11:11:18.638420,235,"b""+\x00r\x84A+\x00r\x85B!'""",22.20,0.007284,0.007285,21.27
2025-10-21 11:11:18.688530,236,"b""+\x00r\x86A+\x00r\x85B!'""",22.19,0.007286,0.007285,21.27
